,statnNm,pos0,pos1,pos2,pos3,pos4,neg0,neg1,neg2,neg3,neg4
0,오사카우메다,0.22803564369678497,0.26174166798591614,0.23797354102134705,0.051469456404447556,0.22077970206737518,0.22803564369678497,0.26174166798591614,0.23797354102134705,0.051469456404447556,0.22077970206737518
1,쥬소,0.280292809009552,0.2187112420797348,0.39524710178375244,0.0,0.10110832750797272,0.280292809009552,0.2187112420797348,0.39524710178375244,0.0,0.10110832750797272
2,미나미카타,0.13129070401191711,0.18128074705600739,0.4840603768825531,0.14157570898532867,0.06179244816303253,0.13129070401191711,0.18128074705600739,0.4840603768825531,0.14157570898532867,0.06179244816303253
3,소젠지,0.07955285161733627,0.0,0.4586578905582428,0.16646592319011688,0.2928558886051178,0.07955285161733627,0.0,0.4586578905582428,0.16646592319011688,0.2928558886051178
4,아와지,0.1498543918132782,0.06797414273023605,0.5424331426620483,0.04285336285829544,0.19688493013381958,0.1498543918132782,0.06797414273023605,0.5424331426620483,0.04285336285829544,0.19688493013381958
5,카미신죠,0.23310405015945435,0.15479151904582977,0.40924426913261414,0.05149304121732712,0.1513671576976776,0.23310405015945435,0.15479151904582977,0.40924426913261414,0.05149304121732712,0.1513671576976776
6,아이카와,0.03468385338783264,0.1543339639902115,0.8048127293586731,0.0,0.0,0.03468385338783264,0.1543339639902115,0.8048127293586731,0.0,0.0
7,쇼자쿠,0.27516382932662964,0.24447162449359894,0.38877996802330017,0.0,0.08792970329523087,0.27516382932662964,0.24447162449359894,0.38877996802330017,0.0,0.08792970329523087
8,셋쓰시,0.0,0.0,0.7562157511711121,0.0,0.22750283777713776,0.0,0.0,0.7562157511711121,0.0,0.22750283777713776
9,미나미이바라키,0.13154353201389313,0.06715957075357437,0.47509339451789856,0.0,0.3249596059322357,0.13154353201389313,0.06715957075357437,0.47509339451789856,0.0,0.3249596059322357
10,이바라키시,0.18330751359462738,0.15946996212005615,0.37645837664604187,0.04116193950176239,0.239602193236351,0.18330751359462738,0.15946996212005615,0.37645837664604187,0.04116193950176239,0.239602193236351
11,소지지,0.15167148411273956,0.0,0.5185357332229614,0.0,0.31613561511039734,0.15167148411273956,0.0,0.5185357332229614,0.0,0.31613561511039734
12,돈다,0.20008638501167297,0.1493927240371704,0.45399388670921326,0.09540684521198273,0.10112015157938004,0.20008638501167297,0.1493927240371704,0.45399388670921326,0.09540684521198273,0.10112015157938004
13,타카쓰키시,0.014141181483864784,0.04646202549338341,0.5654157400131226,0.191325381398201,0.1826556921005249,0.014141181483864784,0.04646202549338341,0.5654157400131226,0.191325381398201,0.1826556921005249
14,칸마키,0.1939346045255661,0.0,0.7573107481002808,0.0,0.04299640655517578,0.1939346045255661,0.0,0.7573107481002808,0.0,0.04299640655517578
15,미나세,0.1678013652563095,0.2250281721353531,0.43923014402389526,0.0,0.16179360449314117,0.1678013652563095,0.2250281721353531,0.43923014402389526,0.0,0.16179360449314117
16,오야마자키,0.1385250836610794,0.15948602557182312,0.4942966401576996,0.06108683720231056,0.1466054469347,0.1385250836610794,0.15948602557182312,0.4942966401576996,0.06108683720231056,0.1466054469347
17,니시야마텐노잔,0.1439359188079834,0.14606040716171265,0.344218373298645,0.08125851303339005,0.2845267653465271,0.1439359188079834,0.14606040716171265,0.344218373298645,0.08125851303339005,0.2845267653465271
18,나가오카텐진,0.1419922411441803,0.10771495848894119,0.5426360368728638,0.07139057666063309,0.13626617193222046,0.1419922411441803,0.10771495848894119,0.5426360368728638,0.07139057666063309,0.13626617193222046
19,니시무코,0.5389508605003357,0.0,0.3127079904079437,0.08824989199638367,0.0532720685005188,0.5389508605003357,0.0,0.3127079904079437,0.08824989199638367,0.0532720685005188
20,히가시무코,0.0,0.0,0.7783236503601074,0.0,0.21063396334648132,0.0,0.0,0.7783236503601074,0.0,0.21063396334648132
21,라쿠사이구치,0.1395922303199768,0.2759275734424591,0.25936105847358704,0.05067907273769379,0.27444005012512207,0.1395922303199768,0.2759275734424591,0.25936105847358704,0.05067907273769379,0.27444005012512207
22,카츠라,0.26242849230766296,0.2451101690530777,0.33073875308036804,0.010631030425429344,0.15109160542488098,0.26242849230766296,0.2451101690530777,0.33073875308036804,0.010631030425429344,0.15109160542488098
23,니시쿄고쿠,0.08586897701025009,0.19252657890319824,0.46953991055488586,0.0,0.24759379029273987,0.08586897701025009,0.19252657890319824,0.46953991055488586,0.0,0.24759379029273987
24,사이인,0.19832518696784973,0.0,0.5720792412757874,0.10833460092544556,0.11922129988670349,0.19832518696784973,0.0,0.5720792412757874,0.10833460092544556,0.11922129988670349
25,오미야,0.10932475328445435,0.059421539306640625,0.6373194456100464,0.0,0.1925228387117386,0.10932475328445435,0.059421539306640625,0.6373194456100464,0.0,0.1925228387117386
26,카라스마,0.10393626987934113,0.3047080934047699,0.40580761432647705,0.08126741647720337,0.10428063571453094,0.10393626987934113,0.3047080934047699,0.40580761432647705,0.08126741647720337,0.10428063571453094
27,교토카와라마치,0.19398577511310577,0.16380424797534943,0.3872472941875458,0.09034350514411926,0.16461914777755737,0.19398577511310577,0.16380424797534943,0.3872472941875458,0.09034350514411926,0.16461914777755737
