,statnNm,pos0,pos1,pos2,pos3,pos4,neg0,neg1,neg2,neg3,neg4
0,나카노역,0.21247543394565582,0.3096458315849304,0.3225021958351135,0.056449685245752335,0.0989268347620964,0.21247543394565582,0.3096458315849304,0.3225021958351135,0.056449685245752335,0.0989268347620964
1,오치아이역,0.0,0.10714233666658401,0.5648236274719238,0.07146071642637253,0.2529839277267456,0.0,0.10714233666658401,0.5648236274719238,0.07146071642637253,0.2529839277267456
2,타카다노바바역,0.25273311138153076,0.09721050411462784,0.4874339699745178,0.040438611060380936,0.12218381464481354,0.25273311138153076,0.09721050411462784,0.4874339699745178,0.040438611060380936,0.12218381464481354
3,와세다역,0.07779250293970108,0.12224484235048294,0.6192575097084045,0.052158910781145096,0.12854625284671783,0.07779250293970108,0.12224484235048294,0.6192575097084045,0.052158910781145096,0.12854625284671783
4,카구라자카역,0.10051057487726212,0.14436335861682892,0.3171825706958771,0.20410916209220886,0.23383435606956482,0.10051057487726212,0.14436335861682892,0.3171825706958771,0.20410916209220886,0.23383435606956482
5,이다바시역,0.08684902638196945,0.21447321772575378,0.47708725929260254,0.11612454801797867,0.10546596348285675,0.08684902638196945,0.21447321772575378,0.47708725929260254,0.11612454801797867,0.10546596348285675
6,쿠단시타역,0.2322605550289154,0.06109904870390892,0.3718833923339844,0.07055221498012543,0.2642047703266144,0.2322605550289154,0.06109904870390892,0.3718833923339844,0.07055221498012543,0.2642047703266144
7,다케바시역,0.2046852707862854,0.09849283844232559,0.38349735736846924,0.1541319042444229,0.15919268131256104,0.2046852707862854,0.09849283844232559,0.38349735736846924,0.1541319042444229,0.15919268131256104
8,오테마치역,0.13428054749965668,0.173025980591774,0.39151519536972046,0.09906107932329178,0.2021172046661377,0.13428054749965668,0.173025980591774,0.39151519536972046,0.09906107932329178,0.2021172046661377
9,니혼바시역,0.08257439732551575,0.26548144221305847,0.3408181071281433,0.04651300609111786,0.2646130621433258,0.08257439732551575,0.26548144221305847,0.3408181071281433,0.04651300609111786,0.2646130621433258
10,카야바쵸역,0.14080840349197388,0.30062827467918396,0.3341817557811737,0.021902091801166534,0.20247945189476013,0.14080840349197388,0.30062827467918396,0.3341817557811737,0.021902091801166534,0.20247945189476013
11,몬젠나카쵸역,0.11197486519813538,0.1938420832157135,0.3652772903442383,0.07705036550760269,0.25185540318489075,0.11197486519813538,0.1938420832157135,0.3652772903442383,0.07705036550760269,0.25185540318489075
12,키바역,0.12181136757135391,0.15495647490024567,0.39164626598358154,0.09510724991559982,0.23647864162921906,0.12181136757135391,0.15495647490024567,0.39164626598358154,0.09510724991559982,0.23647864162921906
13,토요쵸역,0.131361722946167,0.19273445010185242,0.2958517074584961,0.08142175525426865,0.29863038659095764,0.131361722946167,0.19273445010185242,0.2958517074584961,0.08142175525426865,0.29863038659095764
14,미나미스나마치역,0.08595594763755798,0.2820534110069275,0.4147130250930786,0.03713994473218918,0.18013769388198853,0.08595594763755798,0.2820534110069275,0.4147130250930786,0.03713994473218918,0.18013769388198853
15,니시카사이역,0.16501964628696442,0.13550910353660583,0.4567832052707672,0.09394068270921707,0.14874738454818726,0.16501964628696442,0.13550910353660583,0.4567832052707672,0.09394068270921707,0.14874738454818726
16,카사이역,0.2647055983543396,0.15387354791164398,0.34428685903549194,0.06764593720436096,0.1694880574941635,0.2647055983543396,0.15387354791164398,0.34428685903549194,0.06764593720436096,0.1694880574941635
17,우라야스역,0.01102682575583458,0.3821151554584503,0.34119731187820435,0.07338707149028778,0.19227361679077148,0.01102682575583458,0.3821151554584503,0.34119731187820435,0.07338707149028778,0.19227361679077148
18,미나미교토쿠역,0.1265280395746231,0.3923179507255554,0.4724239706993103,0.0,0.0,0.1265280395746231,0.3923179507255554,0.4724239706993103,0.0,0.0
19,교토쿠역,0.14818839728832245,0.2220415621995926,0.2606644332408905,0.16403838992118835,0.2050672024488449,0.14818839728832245,0.2220415621995926,0.2606644332408905,0.16403838992118835,0.2050672024488449
20,묘덴역,0.17772811651229858,0.4327948987483978,0.2637483775615692,0.04825350269675255,0.07747511565685272,0.17772811651229858,0.4327948987483978,0.2637483775615692,0.04825350269675255,0.07747511565685272
21,바라키나카야마역,0.13788992166519165,0.2688230276107788,0.4612326920032501,0.0,0.12975981831550598,0.13788992166519165,0.2688230276107788,0.4612326920032501,0.0,0.12975981831550598
22,니시후나바시역,0.25949767231941223,0.10996437817811966,0.38359370827674866,0.1192193254828453,0.12772490084171295,0.25949767231941223,0.10996437817811966,0.38359370827674866,0.1192193254828453,0.12772490084171295
