,statnNm,pos0,pos1,pos2,pos3,pos4,neg0,neg1,neg2,neg3,neg4
16,Brook Avenue station,0.10862968862056732,0.0,0.38948890566825867,0.15375657379627228,0.340474396944046,0.10862968862056732,0.0,0.38948890566825867,0.15375657379627228,0.340474396944046
17,Third Avenue­138th Street station,0.21834519505500793,0.15146392583847046,0.29600706696510315,0.0,0.33232271671295166,0.21834519505500793,0.15146392583847046,0.29600706696510315,0.0,0.33232271671295166
18,125th Street,0.17565931379795074,0.2545991837978363,0.3396616280078888,0.053256429731845856,0.1768234521150589,0.17565931379795074,0.2545991837978363,0.3396616280078888,0.053256429731845856,0.1768234521150589
19,116 Street,0.3387233018875122,0.21185506880283356,0.153976172208786,0.08998968452215195,0.20545580983161926,0.3387233018875122,0.21185506880283356,0.153976172208786,0.08998968452215195,0.20545580983161926
20,110th Street station,0.15932653844356537,0.0,0.7279726266860962,0.0,0.09974592924118042,0.15932653844356537,0.0,0.7279726266860962,0.0,0.09974592924118042
21,103rd Street station,0.18926171958446503,0.08906122297048569,0.23159518837928772,0.1632603108882904,0.32682159543037415,0.18926171958446503,0.08906122297048569,0.23159518837928772,0.1632603108882904,0.32682159543037415
22,96th Street,0.12578001618385315,0.3026881814002991,0.4426172077655792,0.06365300714969635,0.0652615949511528,0.12578001618385315,0.3026881814002991,0.4426172077655792,0.06365300714969635,0.0652615949511528
23,86th Street,0.25329121947288513,0.24960342049598694,0.1656641662120819,0.10835623741149902,0.2230849713087082,0.25329121947288513,0.24960342049598694,0.1656641662120819,0.10835623741149902,0.2230849713087082
24,77th Street station,0.12297295778989792,0.10998248308897018,0.3743838667869568,0.06753096729516983,0.3251296877861023,0.12297295778989792,0.10998248308897018,0.3743838667869568,0.06753096729516983,0.3251296877861023
25,68th Street­Hunter College station,0.22238218784332275,0.033881694078445435,0.42718014121055603,0.1398181915283203,0.17673777043819427,0.22238218784332275,0.033881694078445435,0.42718014121055603,0.1398181915283203,0.17673777043819427
26,59th Street station,0.2588960528373718,0.09606227278709412,0.2476339042186737,0.21271643042564392,0.18469133973121643,0.2588960528373718,0.09606227278709412,0.2476339042186737,0.21271643042564392,0.18469133973121643
27,51st Street station,0.23806382715702057,0.16835543513298035,0.2791292369365692,0.11001773178577423,0.20443376898765564,0.23806382715702057,0.16835543513298035,0.2791292369365692,0.11001773178577423,0.20443376898765564
28,Grand Central­42nd Street station,0.24683083593845367,0.10928133875131607,0.38017332553863525,0.035142682492733,0.2285718321800232,0.24683083593845367,0.10928133875131607,0.38017332553863525,0.035142682492733,0.2285718321800232
29,33rd Street station,0.30117306113243103,0.08380047976970673,0.3852180242538452,0.09180349856615067,0.13800500333309174,0.30117306113243103,0.08380047976970673,0.3852180242538452,0.09180349856615067,0.13800500333309174
30,28th Street,0.2364071011543274,0.16120266914367676,0.3695918321609497,0.14942604303359985,0.08337235450744629,0.2364071011543274,0.16120266914367676,0.3695918321609497,0.14942604303359985,0.08337235450744629
31,23rd Street,0.21117135882377625,0.17124713957309723,0.3233872950077057,0.029648201540112495,0.2645459771156311,0.21117135882377625,0.17124713957309723,0.3233872950077057,0.029648201540112495,0.2645459771156311
32,14th Street­Union Square station,0.16821198165416718,0.13443076610565186,0.42507675290107727,0.02118450589478016,0.2510959804058075,0.16821198165416718,0.13443076610565186,0.42507675290107727,0.02118450589478016,0.2510959804058075
33,14th Street­Union Square,0.3327151834964752,0.2007674276828766,0.0,0.1481398642063141,0.30962270498275757,0.3327151834964752,0.2007674276828766,0.0,0.1481398642063141,0.30962270498275757
34,Astor Place station,0.3338612914085388,0.16835933923721313,0.2575311064720154,0.05498122051358223,0.18526704609394073,0.3338612914085388,0.16835933923721313,0.2575311064720154,0.05498122051358223,0.18526704609394073
35,Bleecker Street station,0.190389022231102,0.1479807049036026,0.49003028869628906,0.0757078304886818,0.09589219093322754,0.190389022231102,0.1479807049036026,0.49003028869628906,0.0757078304886818,0.09589219093322754
36,Spring Street station,0.1377389281988144,0.4886874258518219,0.35310259461402893,0.010220637544989586,0.010250440798699856,0.1377389281988144,0.4886874258518219,0.35310259461402893,0.010220637544989586,0.010250440798699856
37,Canal Street station,0.23702961206436157,0.48151394724845886,0.0157352015376091,0.01597636006772518,0.24974489212036133,0.23702961206436157,0.48151394724845886,0.0157352015376091,0.01597636006772518,0.24974489212036133
38,Brooklyn Bridge­City Hall,0.2389906495809555,0.1409921944141388,0.29719018936157227,0.03773387894034386,0.2850930690765381,0.2389906495809555,0.1409921944141388,0.29719018936157227,0.03773387894034386,0.2850930690765381
