,statnNm,pos0,pos1,pos2,pos3,pos4,neg0,neg1,neg2,neg3,neg4
0,시부야역,0.23629432916641235,0.20870952308177948,0.3014192581176758,0.09400545060634613,0.15957145392894745,0.23629432916641235,0.20870952308177948,0.3014192581176758,0.09400545060634613,0.15957145392894745
1,다이칸야마역,0.2704351246356964,0.0,0.4196997880935669,0.06471476703882217,0.2431473433971405,0.2704351246356964,0.0,0.4196997880935669,0.06471476703882217,0.2431473433971405
2,나카메구로역,0.19163870811462402,0.13271386921405792,0.47102290391921997,0.047720782458782196,0.15690374374389648,0.19163870811462402,0.13271386921405792,0.47102290391921997,0.047720782458782196,0.15690374374389648
3,유텐지역,0.04110090062022209,0.17449097335338593,0.6462365984916687,0.04123736545443535,0.09693416953086853,0.04110090062022209,0.17449097335338593,0.6462365984916687,0.04123736545443535,0.09693416953086853
4,가쿠게이다이가쿠역,0.05006463825702667,0.03619510307908058,0.541969358921051,0.04304204136133194,0.3287288546562195,0.05006463825702667,0.03619510307908058,0.541969358921051,0.04304204136133194,0.3287288546562195
5,토리츠다이가쿠역,0.0,0.3004501760005951,0.34973904490470886,0.08488626033067703,0.2558414936065674,0.0,0.3004501760005951,0.34973904490470886,0.08488626033067703,0.2558414936065674
6,지유가오카역,0.22626112401485443,0.24087676405906677,0.3428490161895752,0.06996142864227295,0.12005162984132767,0.22626112401485443,0.24087676405906677,0.3428490161895752,0.06996142864227295,0.12005162984132767
7,덴엔쵸후역,0.16959021985530853,0.20503900945186615,0.4479706883430481,0.0,0.17652833461761475,0.16959021985530853,0.20503900945186615,0.4479706883430481,0.0,0.17652833461761475
8,타마가와역,0.13885991275310516,0.056701671332120895,0.6585433483123779,0.021381352096796036,0.12451370805501938,0.13885991275310516,0.056701671332120895,0.6585433483123779,0.021381352096796036,0.12451370805501938
9,신마루코역,0.1756255030632019,0.05532636493444443,0.5065181255340576,0.01960921287536621,0.24292077124118805,0.1756255030632019,0.05532636493444443,0.5065181255340576,0.01960921287536621,0.24292077124118805
10,무사시코스기역,0.246195450425148,0.14422157406806946,0.2837238609790802,0.11984903365373611,0.20601007342338562,0.246195450425148,0.14422157406806946,0.2837238609790802,0.11984903365373611,0.20601007342338562
11,모토스미요시역,0.02055182121694088,0.020860491320490837,0.8228733539581299,0.02074383944272995,0.11497055739164352,0.02055182121694088,0.020860491320490837,0.8228733539581299,0.02074383944272995,0.11497055739164352
12,히요시역,0.21611283719539642,0.05954418331384659,0.38858669996261597,0.12898555397987366,0.20677071809768677,0.21611283719539642,0.05954418331384659,0.38858669996261597,0.12898555397987366,0.20677071809768677
13,츠나시마역,0.267751544713974,0.0,0.24565088748931885,0.06034734472632408,0.4166395962238312,0.267751544713974,0.0,0.24565088748931885,0.06034734472632408,0.4166395962238312
14,오쿠라야마역,0.06897538900375366,0.014881031587719917,0.6676326990127563,0.06574594229459763,0.18276488780975342,0.06897538900375366,0.014881031587719917,0.6676326990127563,0.06574594229459763,0.18276488780975342
15,키쿠나역,0.19538262486457825,0.17452777922153473,0.35606086254119873,0.07168292254209518,0.2023458182811737,0.19538262486457825,0.17452777922153473,0.35606086254119873,0.07168292254209518,0.2023458182811737
16,묘렌지역,0.060286760330200195,0.19760610163211823,0.3270677626132965,0.19551678001880646,0.219522625207901,0.060286760330200195,0.19760610163211823,0.3270677626132965,0.19551678001880646,0.219522625207901
17,하쿠라쿠역,0.13914601504802704,0.16805674135684967,0.27529799938201904,0.19021643698215485,0.2272827923297882,0.13914601504802704,0.16805674135684967,0.27529799938201904,0.19021643698215485,0.2272827923297882
18,히가시하쿠라쿠역,0.19513702392578125,0.2635798752307892,0.3962187170982361,0.13993261754512787,0.0,0.19513702392578125,0.2635798752307892,0.3962187170982361,0.13993261754512787,0.0
19,탄마치역,0.08086168766021729,0.22046971321105957,0.39758774638175964,0.12966711819171906,0.17141377925872803,0.08086168766021729,0.22046971321105957,0.39758774638175964,0.12966711819171906,0.17141377925872803
20,요코하마역,0.2070423662662506,0.1781923770904541,0.26100802421569824,0.07886175811290741,0.27489545941352844,0.2070423662662506,0.1781923770904541,0.26100802421569824,0.07886175811290741,0.27489545941352844
