,statnNm,pos0,pos1,pos2,pos3,pos4,pos5,neg0,neg1,neg2,neg3,neg4,neg5
0,나카노역,0.020335933193564415,0.23333600163459778,0.17322905361652374,0.25230342149734497,0.18769486248493195,0.13310067355632782,0.08802608400583267,0.341766893863678,0.3187738060951233,0.05355946347117424,0.10477384924888611,0.09309990704059601
1,오치아이역,0.0,0.0,0.1949135810136795,0.12646685540676117,0.5773466229438782,0.09546031057834625,0.04109623283147812,0.20004133880138397,0.4844829738140106,0.0,0.20787043869495392,0.0635986253619194
2,타카다노바바역,0.1419532299041748,0.4001810550689697,0.08977342396974564,0.12900114059448242,0.15692374110221863,0.08216738700866699,0.0758783221244812,0.22421729564666748,0.5331294536590576,0.029315689578652382,0.09319310635328293,0.044266074895858765
3,와세다역,0.12716099619865417,0.25048545002937317,0.14891622960567474,0.25199708342552185,0.18115724623203278,0.04028301686048508,0.05597634240984917,0.14319868385791779,0.5047439932823181,0.08912628144025803,0.08276338130235672,0.1241912916302681
4,카구라자카역,0.11022471636533737,0.24661347270011902,0.12109149992465973,0.3265678286552429,0.11614413559436798,0.07935836166143417,0.13790811598300934,0.1998468041419983,0.34520989656448364,0.13309505581855774,0.18291138112545013,0.0
5,이다바시역,0.015937788411974907,0.318297415971756,0.22429603338241577,0.10154491662979126,0.24270935356616974,0.0972144827246666,0.06942053139209747,0.2182944416999817,0.46395477652549744,0.06774993985891342,0.08155056834220886,0.09902973473072052
6,쿠단시타역,0.12268833816051483,0.23432835936546326,0.05077385902404785,0.3214978277683258,0.21485963463783264,0.05585196986794472,0.02632223255932331,0.19198057055473328,0.4085579514503479,0.01313726231455803,0.2543136775493622,0.10568831115961075
7,다케바시역,0.07068794965744019,0.07992598414421082,0.20375008881092072,0.1692316085100174,0.30912378430366516,0.16728059947490692,0.09910408407449722,0.17089109122753143,0.33143699169158936,0.1566915214061737,0.16240279376506805,0.07947354018688202
8,오테마치역,0.055422864854335785,0.1487652063369751,0.09276546537876129,0.3473741412162781,0.23306801915168762,0.12260432541370392,0.12183745950460434,0.17753496766090393,0.3788885176181793,0.06475479155778885,0.16704490780830383,0.08993937075138092
9,니혼바시역,0.0,0.19211076200008392,0.09404923766851425,0.5592564344406128,0.06964323669672012,0.08445730060338974,0.042472954839468,0.24982863664627075,0.36435630917549133,0.05050361528992653,0.2873843014240265,0.0
10,카야바쵸역,0.0,0.15563704073429108,0.032942451536655426,0.4985748529434204,0.2186526656150818,0.09302064776420593,0.172134667634964,0.2619495391845703,0.3327963054180145,0.04396259784698486,0.18799175322055817,0.0
11,몬젠나카쵸역,0.057497501373291016,0.17162014544010162,0.10773344337940216,0.3000119626522064,0.23386865854263306,0.1292683184146881,0.10105665773153305,0.2059507817029953,0.32373449206352234,0.08760438859462738,0.20142413675785065,0.08022952824831009
12,키바역,0.0,0.1829211264848709,0.18171708285808563,0.20641478896141052,0.36360153555870056,0.06414853036403656,0.10404713451862335,0.15254175662994385,0.3640402555465698,0.08888772130012512,0.08879092335700989,0.20169217884540558
13,토요쵸역,0.0,0.22650663554668427,0.19030292332172394,0.3297988474369049,0.19608977437019348,0.055896855890750885,0.10159162431955338,0.14796608686447144,0.21708932518959045,0.1631387621164322,0.12688389420509338,0.24333031475543976
14,미나미스나마치역,0.07203902304172516,0.08971163630485535,0.1697678118944168,0.29562678933143616,0.22285309433937073,0.15000160038471222,0.053915686905384064,0.26877179741859436,0.3922765254974365,0.0,0.15322527289390564,0.13022595643997192
15,니시카사이역,0.15623381733894348,0.03475030139088631,0.1975432187318802,0.21884045004844666,0.28537216782569885,0.10726001113653183,0.1532522588968277,0.125450998544693,0.3925951421260834,0.12090792506933212,0.11824264377355576,0.08955106139183044
16,카사이역,0.017296086996793747,0.23195943236351013,0.12345023453235626,0.21274936199188232,0.33567917346954346,0.07886569947004318,0.1923000067472458,0.1769801676273346,0.3669191002845764,0.053259894251823425,0.10531856119632721,0.10522231459617615
17,우라야스역,0.0,0.17658036947250366,0.0,0.7879836559295654,0.0,0.0,0.0,0.2231494039297104,0.2825223505496979,0.0,0.0,0.46781039237976074
18,미나미교토쿠역,0.0,0.3371596932411194,0.1848827302455902,0.33764052391052246,0.0,0.13316047191619873,0.0,0.42413389682769775,0.5237820148468018,0.0,0.0,0.04129955917596817
19,교토쿠역,0.0,0.14676158130168915,0.0,0.14800845086574554,0.3798607885837555,0.32047706842422485,0.19548024237155914,0.2156010866165161,0.17900867760181427,0.09651486575603485,0.1937432587146759,0.11965184658765793
20,묘덴역,0.15547002851963043,0.18408839404582977,0.10765889286994934,0.3895735740661621,0.03331536054611206,0.12989376485347748,0.06209452450275421,0.4163154661655426,0.2588677704334259,0.08985123038291931,0.14337189495563507,0.029499124735593796
21,바라키나카야마역,0.07369350641965866,0.1904977411031723,0.08818960189819336,0.3231979310512543,0.2419753074645996,0.08244588226079941,0.2088654786348343,0.22498032450675964,0.38518545031547546,0.08056216686964035,0.09851893782615662,0.0
22,니시후나바시역,0.06633123010396957,0.31574520468711853,0.0972997397184372,0.08305624127388,0.33327051997184753,0.10429700464010239,0.2112669050693512,0.15381473302841187,0.37850773334503174,0.08136819303035736,0.10747932642698288,0.06756314635276794
