,statnNm,pos0,pos1,pos2,pos3,pos4,pos5,neg0,neg1,neg2,neg3,neg4,neg5
0,센가쿠지 station,0.0,0.09006859362125397,0.0,0.8539266586303711,0.0,0.05405097082257271,0.0,0.06656832247972488,0.0,0.33019837737083435,0.2824651300907135,0.3194662034511566
1,시나가와 station,0.0,0.06807514280080795,0.0,0.8246116042137146,0.07984522730112076,0.017432279884815216,0.0,0.22324465215206146,0.0,0.23251351714134216,0.302182674407959,0.23534780740737915
2,키타시나가와 station,0.0,0.044436369091272354,0.0,0.9209100008010864,0.0,0.025045648217201233,0.0,0.1156110167503357,0.03173425421118736,0.07791789621114731,0.26776087284088135,0.5060946345329285
3,신반바 station,0.0,0.0,0.0,0.9112542867660522,0.06710883975028992,0.01123098935931921,0.0,0.20148958265781403,0.11506620049476624,0.18664254248142242,0.23028039932250977,0.2656658887863159
4,아오모노요코초 station,0.020568106323480606,0.1651342511177063,0.0,0.7988421320915222,0.0,0.013109661638736725,0.0,0.2340303510427475,0.054130908101797104,0.1105252131819725,0.22388236224651337,0.3762553334236145
5,사메즈 station,0.0197137463837862,0.0,0.0,0.903428316116333,0.07261263579130173,0.0,0.0,0.24350754916667938,0.06342829018831253,0.0,0.16945098340511322,0.5207790732383728
6,타치아이가와 station,0.0,0.055328886955976486,0.0,0.7943825125694275,0.08314993977546692,0.06350759416818619,0.0,0.11244527250528336,0.04281730204820633,0.2737932801246643,0.3830156922340393,0.18611055612564087
7,오모리카이간 station,0.0,0.12880972027778625,0.0,0.7906622290611267,0.07640054076910019,0.0,0.0,0.06698872148990631,0.0893470048904419,0.27062657475471497,0.13916577398777008,0.4325145184993744
8,헤이와지마 station,0.017844220623373985,0.06522781401872635,0.0,0.8444169759750366,0.02917276695370674,0.042716871947050095,0.0,0.22918681800365448,0.043537743389606476,0.17563526332378387,0.18885912001132965,0.3621620535850525
9,오모리마치 역,0.0,0.1422000229358673,0.0,0.7680014967918396,0.08504289388656616,0.0,0.0,0.0825650691986084,0.051157016307115555,0.1606588363647461,0.11604288220405579,0.5879917740821838
10,우메야시키 역,0.03561832010746002,0.023342300206422806,0.0,0.9094736576080322,0.0,0.02883733995258808,0.0,0.15210558474063873,0.023861369118094444,0.22908972203731537,0.17896206676959991,0.4146212935447693
11,게이큐카마타 역,0.011495163664221764,0.03824147209525108,0.0,0.8375477194786072,0.07489117234945297,0.037653740495443344,0.0,0.16101135313510895,0.03176167234778404,0.20069408416748047,0.24883697926998138,0.3575255572795868
12,조시키 역,0.012745827436447144,0.09735086560249329,0.0,0.7447165846824646,0.11949291825294495,0.024914901703596115,0.0,0.17566773295402527,0.06165427342057228,0.16991037130355835,0.2863038182258606,0.3056856393814087
13,로쿠고도테 역,0.0,0.0,0.0,0.8900965452194214,0.0,0.09780557453632355,0.0,0.3802243769168854,0.10752078145742416,0.2202969640493393,0.19123977422714233,0.09938797354698181
14,케이큐카와사키 역,0.0,0.029035218060016632,0.0,0.8047420978546143,0.10268602520227432,0.055391576141119,0.0,0.22160036861896515,0.0218804944306612,0.18244685232639313,0.2835827171802521,0.2901972234249115
15,핫쵸나와테 역,0.01289675384759903,0.05402325466275215,0.0,0.84371018409729,0.04260636121034622,0.0462297685444355,0.0,0.231623113155365,0.018584540113806725,0.0787055566906929,0.27549511194229126,0.3950602412223816
16,츠루미이치바 역,0.0,0.0,0.0,0.8045597076416016,0.17667405307292938,0.0,0.04485131427645683,0.196510449051857,0.23179198801517487,0.14502298831939697,0.0,0.37715309858322144
17,게이큐츠루미 역,0.0,0.011187301017343998,0.0,0.881966769695282,0.05874234810471535,0.039850883185863495,0.0,0.32694292068481445,0.02410990558564663,0.3004533350467682,0.24080561101436615,0.10693487524986267
18,카게츠소지지 역,0.0,0.06014402583241463,0.0,0.9305356740951538,0.0,0.0,0.0,0.15605710446834564,0.08115013688802719,0.1610764116048813,0.20542146265506744,0.3954087793827057
19,나마무기 역,0.026196513324975967,0.04621245339512825,0.0,0.8257620930671692,0.08106644451618195,0.019918272271752357,0.0,0.2276492416858673,0.0,0.18025748431682587,0.20214593410491943,0.3882593810558319
20,케이큐신코야스 역,0.033261269330978394,0.05577593669295311,0.0,0.8989519476890564,0.0,0.0,0.0,0.2867485284805298,0.0,0.09633766114711761,0.148334801197052,0.46055370569229126
21,코야스 역,0.0,0.0,0.0,0.994268000125885,0.0,0.0,0.0,0.2239147424697876,0.033519189804792404,0.11776704341173172,0.16028890013694763,0.4633767306804657
22,가나가와신마치 역,0.0,0.04891650751233101,0.0,0.7877112627029419,0.11888270080089569,0.04298476502299309,0.0,0.17225174605846405,0.06570221483707428,0.20749197900295258,0.2203424870967865,0.3334590196609497
23,케이큐히가시카나가와 역,0.0,0.011817412450909615,0.0,0.9723495244979858,0.013879005797207355,0.0,0.0,0.06432779133319855,0.0,0.0970771536231041,0.24301359057426453,0.5942880511283875
24,가나가와 역,0.0,0.0,0.0,0.8673532605171204,0.048037584871053696,0.07534883916378021,0.0,0.13740798830986023,0.025730399414896965,0.12637589871883392,0.19750237464904785,0.5120589137077332
25,요코하마 역,0.01279371976852417,0.06752133369445801,0.0,0.8164843320846558,0.05376662686467171,0.04928193241357803,0.0,0.2028709053993225,0.03232849761843681,0.21289482712745667,0.2760861814022064,0.27566802501678467
