,statnNm,pos0,pos1,pos2,pos3,pos4,pos5,neg0,neg1,neg2,neg3,neg4,neg5
0,개화역,0.0,0.0,0.0,0.8217915892601013,0.0,0.1605227142572403,0.0,0.0,0.0,0.9179466366767883,0.0,0.06437060981988907
1,김포공항역,0.0,0.03731182962656021,0.0,0.7253950834274292,0.0,0.23633944988250732,0.0,0.0,0.0,0.3103885352611542,0.37647756934165955,0.3121809959411621
2,공항시장역,0.0,0.0,0.0,0.9634316563606262,0.0,0.0,0.0,0.0,0.0,0.17642351984977722,0.3908599019050598,0.4108400046825409
3,신방화역,0.0,0.09863598644733429,0.0,0.8849683403968811,0.0,0.0,0.0,0.0,0.0,0.2420891672372818,0.2606496810913086,0.4849822223186493
4,마곡나루역,0.0,0.05453997477889061,0.0,0.8501109480857849,0.0,0.08969006687402725,0.0,0.0,0.0,0.4139734208583832,0.316730260848999,0.2636395990848541
5,양천향교역,0.0,0.08262958377599716,0.0,0.6484706997871399,0.25317078828811646,0.0,0.0,0.19692106544971466,0.0,0.3206833004951477,0.13532637059688568,0.3365955948829651
6,가양역,0.0,0.08252476155757904,0.0,0.8158869743347168,0.0,0.09467839449644089,0.0,0.13701336085796356,0.0,0.35417476296424866,0.14004921913146973,0.36417335271835327
7,증미역,0.0,0.0,0.0,0.8684467673301697,0.0,0.11058315634727478,0.0,0.0,0.0,0.31985777616500854,0.1747559756040573,0.4896489977836609
8,등촌역,0.0,0.0,0.0,0.8676515221595764,0.0,0.11941228061914444,0.0,0.04683458060026169,0.0,0.44039538502693176,0.26966017484664917,0.23666474223136902
9,염창역,0.0,0.14364856481552124,0.0,0.842644989490509,0.0,0.0,0.0,0.06696329265832901,0.0,0.3821956217288971,0.11343137174844742,0.4305386543273926
10,신목동역,0.0,0.0,0.0,0.7798285484313965,0.0,0.18812811374664307,0.0,0.0,0.0,0.33574751019477844,0.46595850586891174,0.17396460473537445
