,statnNm,pos0,pos1,pos2,pos3,pos4,pos5,neg0,neg1,neg2,neg3,neg4,neg5
0,시부야역,0.011329853907227516,0.04591367021203041,0.0,0.8698592185974121,0.04479502514004707,0.027951639145612717,0.0,0.25116974115371704,0.013393886387348175,0.21651585400104523,0.22873686254024506,0.290033757686615
1,이케지리오하시역,0.0,0.07213033735752106,0.0,0.8751701712608337,0.049724698066711426,0.0,0.0,0.08741562068462372,0.18823933601379395,0.19265741109848022,0.1725180745124817,0.35818126797676086
2,산겐자야역,0.02890736050903797,0.03408880904316902,0.0,0.8632082939147949,0.061296314001083374,0.012262614443898201,0.0,0.1789989471435547,0.05417531728744507,0.13293488323688507,0.29865849018096924,0.33499717712402344
3,코마자와다이가쿠역,0.0,0.07879503816366196,0.0,0.8953135013580322,0.0,0.02284550853073597,0.0,0.1798277646303177,0.0,0.1131104901432991,0.23298533260822296,0.47204989194869995
4,사쿠라신마치역,0.0,0.0,0.0,0.8989482522010803,0.06912954896688461,0.03050309233367443,0.013430221006274223,0.14007706940174103,0.10142982006072998,0.15375711023807526,0.19398915767669678,0.397316575050354
5,요가역,0.012899467721581459,0.026959672570228577,0.0,0.9104364514350891,0.039599984884262085,0.0,0.03697105497121811,0.18457497656345367,0.07346095144748688,0.14520491659641266,0.2263963669538498,0.3333917558193207
6,후타코타마가와역,0.0,0.023595599457621574,0.054191913455724716,0.8311773538589478,0.06749916821718216,0.015337121672928333,0.0314231738448143,0.14092452824115753,0.045544348657131195,0.17022393643856049,0.1645583063364029,0.4473257064819336
7,후타코신치역,0.018762536346912384,0.01893959566950798,0.012285439297556877,0.9186440110206604,0.0,0.030094675719738007,0.03627481684088707,0.15278132259845734,0.026059823110699654,0.17426027357578278,0.2240794152021408,0.3865443766117096
8,다카쓰역,0.0,0.05968440696597099,0.041118890047073364,0.8756953477859497,0.0,0.02135586179792881,0.04974810406565666,0.26945269107818604,0.0,0.219167098402977,0.16936932504177094,0.29119476675987244
9,미조노쿠치역,0.022971976548433304,0.046935826539993286,0.08286287635564804,0.7783204913139343,0.055564895272254944,0.013343917205929756,0.030565813183784485,0.11995501071214676,0.01788259483873844,0.2001625895500183,0.2049928605556488,0.42644110321998596
10,카지가야역,0.0,0.0,0.0,0.9553182125091553,0.0,0.037181247025728226,0.02538437210023403,0.1418638676404953,0.0,0.11782384663820267,0.29886841773986816,0.4141753017902374
11,미야자키다이역,0.0,0.07540297508239746,0.0,0.8672455549240112,0.0,0.05422932282090187,0.011469807475805283,0.06425884366035461,0.12111824750900269,0.16794642806053162,0.22996658086776733,0.40524008870124817
12,미야마에다이라역,0.0,0.014217647723853588,0.0,0.9061503410339355,0.0524960421025753,0.024192389100790024,0.0,0.13402874767780304,0.09735836833715439,0.054980676621198654,0.2867968678474426,0.4253712296485901
13,사기누마역,0.0,0.07710351049900055,0.0,0.7913290858268738,0.09033562242984772,0.04003331810235977,0.04911990836262703,0.2190508395433426,0.02195821702480316,0.03707969933748245,0.3119465410709381,0.36084479093551636
14,타마 플라자역,0.0,0.09149505943059921,0.0,0.7950721383094788,0.06722798198461533,0.03800451010465622,0.0,0.14852862060070038,0.03986291587352753,0.11152815073728561,0.2049306333065033,0.49004271626472473
15,아자미노역,0.036891717463731766,0.018108787015080452,0.0,0.8940125107765198,0.013797360472381115,0.036755066365003586,0.014459971338510513,0.15229523181915283,0.06815210729837418,0.09113683551549911,0.2635188400745392,0.4104369878768921
16,에다역,0.0,0.0,0.0,0.8764488697052002,0.0391831174492836,0.08018874377012253,0.0,0.21331928670406342,0.045295797288417816,0.1574934422969818,0.24961203336715698,0.3328838646411896
17,이치가오역,0.0,0.0,0.0,0.9649450182914734,0.0,0.0,0.13409757614135742,0.0,0.0,0.0,0.4967977702617645,0.34806540608406067
