,statnNm,pos0,pos1,pos2,pos3,pos4,pos5,neg0,neg1,neg2,neg3,neg4,neg5
0,미즈호다이,0.0,0.05893808975815773,0.0,0.8781505227088928,0.0,0.0566057451069355,0.0,0.0,0.0,0.5632098317146301,0.0,0.428404837846756
1,야나세가와,0.0,0.1620471179485321,0.0,0.8298575282096863,0.0,0.0,0.0,0.0,0.0,0.20562182366847992,0.3403371274471283,0.447961688041687
2,시키,0.0,0.055938154458999634,0.0,0.9292916059494019,0.0,0.013013780117034912,0.0,0.3863179087638855,0.0,0.14920581877231598,0.3612213134765625,0.10208195447921753
3,아사카다이,0.0,0.05100366100668907,0.0,0.8575195074081421,0.07213237136602402,0.01841011457145214,0.0,0.3592645525932312,0.0,0.0568370595574379,0.31074270606040955,0.27222707867622375
4,아사카,0.0,0.06379689276218414,0.0,0.8797668218612671,0.053109973669052124,0.0,0.0,0.24516049027442932,0.0,0.32028937339782715,0.17089523375034332,0.2614746689796448
5,와코시,0.0,0.049999844282865524,0.0,0.9148156642913818,0.0,0.02468637377023697,0.0,0.18198999762535095,0.0,0.17745722830295563,0.40885958075523376,0.2310262769460678
6,치카테츠나리마스,0.03991106525063515,0.033702023327350616,0.0,0.7824375629425049,0.10391168296337128,0.03790027275681496,0.0,0.49572819471359253,0.0,0.0685500055551529,0.35104578733444214,0.08041601628065109
7,지카테쓰 아카쓰카,0.0,0.0,0.0,0.8323857188224792,0.0,0.14172761142253876,0.0,0.48619160056114197,0.0,0.0,0.48793715238571167,0.0
8,헤이와다이,0.055865149945020676,0.0,0.0,0.9329119324684143,0.0,0.0,0.0,0.19102883338928223,0.0,0.10307389497756958,0.2633255124092102,0.4369363486766815
9,히카와다이,0.03344618156552315,0.0688348039984703,0.0,0.8429406881332397,0.0,0.0494966022670269,0.0,0.26622965931892395,0.08009525388479233,0.2350648045539856,0.0,0.41335952281951904
10,코타케무카이하라,0.06001891568303108,0.0,0.0,0.704387366771698,0.15184783935546875,0.07629375904798508,0.0,0.22947388887405396,0.0,0.10368753224611282,0.24840940535068512,0.4170634150505066
11,센카와,0.016034765169024467,0.01726718060672283,0.0,0.9206109642982483,0.0,0.04317552223801613,0.0,0.355846107006073,0.0,0.2250802218914032,0.22878290712833405,0.18739169836044312
12,카나메쵸,0.0,0.059129826724529266,0.0,0.8572759628295898,0.051612865179777145,0.02983284741640091,0.0,0.26620206236839294,0.0,0.13460078835487366,0.3076244294643402,0.2894265651702881
13,이케부쿠로,0.011574303731322289,0.03817129507660866,0.0,0.8568006157875061,0.06192819029092789,0.031331587582826614,0.0,0.3289758563041687,0.0,0.18592141568660736,0.1786341816186905,0.3060815930366516
14,조시가야,0.0,0.062087371945381165,0.0,0.5832876563072205,0.20057626068592072,0.15130941569805145,0.0,0.0920584499835968,0.0,0.32886573672294617,0.3868570625782013,0.1894848793745041
15,니시와세다,0.017493294551968575,0.1250060796737671,0.0,0.6492910385131836,0.07993409037590027,0.12711361050605774,0.0,0.2656327784061432,0.03399237245321274,0.2920774221420288,0.2614017426967621,0.14573770761489868
16,히가시신주쿠,0.0,0.03098643198609352,0.0,0.8938721418380737,0.018194124102592468,0.04934884235262871,0.0,0.3176131546497345,0.012179679237306118,0.1521812081336975,0.2806449234485626,0.2365702986717224
17,신주쿠산초메,0.0,0.021837951615452766,0.0,0.894017219543457,0.04171102121472359,0.029873155057430267,0.0,0.5005095601081848,0.0,0.061431169509887695,0.19868633151054382,0.2342730462551117
18,키타산도,0.0,0.0,0.0,0.6760119199752808,0.11105183511972427,0.20461809635162354,0.0,0.22632883489131927,0.0,0.0,0.2661079168319702,0.49926066398620605
19,메이지진구마에〈하라주쿠〉,0.03273475542664528,0.0,0.0,0.7435733675956726,0.06433892250061035,0.1496889442205429,0.0,0.20655421912670135,0.015167351812124252,0.0918186604976654,0.3398571312427521,0.345787912607193
20,시부야,0.011682616546750069,0.0737074464559555,0.0,0.8202953338623047,0.0742386132478714,0.010437389835715294,0.0,0.22670763731002808,0.0,0.19111132621765137,0.2747056186199188,0.30236199498176575
