,statnNm,pos0,pos1,pos2,pos3,neg0,neg1,neg2,neg3
0,나카노역,0.1047382727265358,0.2325984537601471,0.2520013153553009,0.4106619954109192,0.21148091554641724,0.35452473163604736,0.31824058294296265,0.11575372517108917
1,오치아이역,0.0,0.0,0.3686823546886444,0.6218255758285522,0.0,0.2794126868247986,0.5460103154182434,0.16981658339500427
2,타카다노바바역,0.19422174990177155,0.37900105118751526,0.17195028066635132,0.25482693314552307,0.18348492681980133,0.21681661903858185,0.5446797013282776,0.055018793791532516
3,와세다역,0.13900405168533325,0.21640823781490326,0.4413430690765381,0.20324461162090302,0.0668320432305336,0.11677096039056778,0.69430011510849,0.12209690362215042
4,카구라자카역,0.21607224643230438,0.2924633324146271,0.1251421868801117,0.36632227897644043,0.23195116221904755,0.16527561843395233,0.43155184388160706,0.17122139036655426
5,이다바시역,0.054610639810562134,0.31186360120773315,0.31048524379730225,0.32304054498672485,0.14459238946437836,0.24632704257965088,0.4265381097793579,0.18254248797893524
6,쿠단시타역,0.23350073397159576,0.23346784710884094,0.11474702507257462,0.41828441619873047,0.21118465065956116,0.1266552358865738,0.5853443741798401,0.07681574672460556
7,다케바시역,0.18909457325935364,0.06896162033081055,0.23718753457069397,0.5047562122344971,0.0,0.29880616068840027,0.4819703698158264,0.2151419222354889
8,오테마치역,0.12901346385478973,0.17280998826026917,0.15909020602703094,0.5390863418579102,0.17289333045482635,0.20705486834049225,0.49814915657043457,0.121902696788311
9,니혼바시역,0.02288082242012024,0.19049398601055145,0.15168534219264984,0.6349398493766785,0.1296222060918808,0.40718403458595276,0.38591188192367554,0.07728185504674911
10,카야바쵸역,0.04156168922781944,0.16258679330348969,0.09954798221588135,0.6963035464286804,0.21124178171157837,0.41577357053756714,0.33922848105430603,0.033756136894226074
11,몬젠나카쵸역,0.16056154668331146,0.1794150471687317,0.15321847796440125,0.5068049430847168,0.17232143878936768,0.2871324121952057,0.4673965573310852,0.07314956933259964
12,키바역,0.12325061857700348,0.2175121307373047,0.23539939522743225,0.4238378405570984,0.1301289051771164,0.17972740530967712,0.6130489110946655,0.07709479331970215
13,토요쵸역,0.0,0.24967975914478302,0.3112644553184509,0.4368007481098175,0.18833211064338684,0.21747449040412903,0.45862480998039246,0.1355685591697693
14,미나미스나마치역,0.23209190368652344,0.09958136081695557,0.1816084384918213,0.4867183268070221,0.08976508677005768,0.3475530445575714,0.4864758849143982,0.07620593905448914
15,니시카사이역,0.2094843089580536,0.04896404594182968,0.28333377838134766,0.4582178294658661,0.1867642104625702,0.1958172768354416,0.5214390754699707,0.09597943723201752
16,카사이역,0.09386565536260605,0.27278655767440796,0.27653583884239197,0.3568119406700134,0.2735036611557007,0.19675371050834656,0.42906060814857483,0.10068204998970032
17,우라야스역,0.013886593282222748,0.170390322804451,0.014664318412542343,0.8010587692260742,0.013872778043150902,0.4508940875530243,0.5215231776237488,0.013709992170333862
18,미나미교토쿠역,0.07022161036729813,0.3341437876224518,0.18567734956741333,0.40995723009109497,0.05609387159347534,0.4614890515804291,0.42699968814849854,0.055417388677597046
19,교토쿠역,0.1546963006258011,0.17458629608154297,0.27990758419036865,0.3908097743988037,0.24979519844055176,0.2662317156791687,0.28389960527420044,0.20007355511188507
20,묘덴역,0.2051747888326645,0.21595054864883423,0.2527349889278412,0.3261396586894989,0.17081469297409058,0.4959225654602051,0.25048044323921204,0.08278226852416992
21,바라키나카야마역,0.14748510718345642,0.20298686623573303,0.14462171494960785,0.5049063563346863,0.18189816176891327,0.39785394072532654,0.417179137468338,0.0
22,니시후나바시역,0.15759705007076263,0.3324090838432312,0.24926142394542694,0.2607324421405792,0.3046114444732666,0.19142577052116394,0.4179202914237976,0.08604252338409424
