,statnNm,pos0,pos1,pos2,pos3,neg0,neg1,neg2,neg3
0,시부야역,0.15005777776241302,0.14100246131420135,0.2788761854171753,0.4300635755062103,0.18752606213092804,0.19736330211162567,0.5362159013748169,0.07889479398727417
1,이케지리오하시역,0.07507063448429108,0.41322895884513855,0.14682643115520477,0.3648739755153656,0.19009089469909668,0.2259509414434433,0.5561197996139526,0.027838343754410744
2,산겐자야역,0.166133850812912,0.22844284772872925,0.2877855598926544,0.3176378011703491,0.1746852844953537,0.09092826396226883,0.6738627552986145,0.06052368879318237
3,코마자와다이가쿠역,0.2663985788822174,0.2166714072227478,0.21842651069164276,0.29850348830223083,0.19791792333126068,0.18595236539840698,0.5686419010162354,0.04748785123229027
4,사쿠라신마치역,0.34016042947769165,0.17858251929283142,0.15318530797958374,0.3280717730522156,0.18421034514904022,0.21760393679141998,0.4806714951992035,0.1175142452120781
5,요가역,0.1844656765460968,0.16039611399173737,0.16545000672340393,0.4896882176399231,0.21127012372016907,0.2970335781574249,0.4905630052089691,0.0
6,후타코타마가와역,0.15016528964042664,0.226251482963562,0.18402579426765442,0.4395574629306793,0.15170617401599884,0.23608602583408356,0.4827365577220917,0.12947124242782593
7,후타코신치역,0.0,0.4052444100379944,0.34877729415893555,0.2421545386314392,0.1470334827899933,0.15348152816295624,0.531758725643158,0.16772621870040894
8,다카쓰역,0.16607005894184113,0.25030601024627686,0.33172792196273804,0.2518960237503052,0.1855703741312027,0.2513880133628845,0.4226604998111725,0.1403810828924179
9,미조노쿠치역,0.11520861089229584,0.19895745813846588,0.2492104172706604,0.4366235136985779,0.18513524532318115,0.198051318526268,0.38229256868362427,0.2345208376646042
10,카지가야역,0.23878704011440277,0.23798589408397675,0.32237952947616577,0.20084752142429352,0.21661144495010376,0.2681823670864105,0.33849412202835083,0.1767120659351349
11,미야자키다이역,0.10418935865163803,0.19701604545116425,0.2824690043926239,0.4163256287574768,0.12192728370428085,0.13705869019031525,0.7007843852043152,0.0402296744287014
12,미야마에다이라역,0.16684286296367645,0.1095171645283699,0.3064059317111969,0.41723406314849854,0.15255165100097656,0.0761064663529396,0.7674950361251831,0.0
13,사기누마역,0.24324068427085876,0.15798905491828918,0.2563462555408478,0.3424240052700043,0.2173847258090973,0.29505953192710876,0.3967789113521576,0.09077683091163635
14,타마 플라자역,0.05471896380186081,0.21609124541282654,0.18450607359409332,0.5446836948394775,0.18943804502487183,0.2605551779270172,0.5145805478096008,0.035426270216703415
15,아자미노역,0.09055275470018387,0.20609961450099945,0.23819409310817719,0.4651535749435425,0.18572084605693817,0.24467389285564423,0.5684818029403687,0.0
16,에다역,0.2108631730079651,0.0,0.14217066764831543,0.6432693004608154,0.26644280552864075,0.0,0.6636995673179626,0.06618595123291016
17,이치가오역,0.3767716586589813,0.5809363126754761,0.02089415304362774,0.021397888660430908,0.021336514502763748,0.020535439252853394,0.9376161694526672,0.02051185630261898
18,아치가오역,0.0,0.42260465025901794,0.26093143224716187,0.3125387132167816,0.23273445665836334,0.14555469155311584,0.6178341507911682,0.0
19,후지가오카역,0.22343355417251587,0.3233954608440399,0.13264800608158112,0.3205229640007019,0.19165340065956116,0.2458769977092743,0.5191967487335205,0.04327288642525673
20,아오바다이역,0.07609982043504715,0.2046242356300354,0.27677732706069946,0.4424986243247986,0.09452002495527267,0.3366301655769348,0.4766024053096771,0.09224739670753479
21,다나역,0.2573617100715637,0.12643660604953766,0.010603148490190506,0.605598509311676,0.14203646779060364,0.09101652354001999,0.5484923124313354,0.21845468878746033
22,나가츠타역,0.08634229749441147,0.20569391548633575,0.19162458181381226,0.516339123249054,0.21500110626220703,0.21461056172847748,0.4906507730484009,0.07973752170801163
23,쓰쿠시노역,0.13143222033977509,0.41668254137039185,0.0934414342045784,0.3584437668323517,0.24387726187705994,0.2614712417125702,0.43016815185546875,0.06448329240083694
24,스즈카케다이역,0.5174316763877869,0.035360097885131836,0.1521541327238083,0.2950541079044342,0.17710506916046143,0.21652816236019135,0.6031835079193115,0.0
25,미나미마치다그랑베리파크역,0.13341036438941956,0.10827311873435974,0.34085026383399963,0.41746625304222107,0.18980610370635986,0.21051234006881714,0.5307593941688538,0.06892216950654984
26,츠키미노역,0.22661541402339935,0.11159686744213104,0.20690670609474182,0.4548810124397278,0.08480380475521088,0.48179948329925537,0.3690984547138214,0.06429824978113174
27,주오린칸역,0.16162624955177307,0.22912850975990295,0.1760113537311554,0.4332338571548462,0.16741319000720978,0.32422077655792236,0.3578662872314453,0.15049979090690613
