,statnNm,pos0,pos1,pos2,pos3,neg0,neg1,neg2,neg3
0,미즈호다이,0.20311704277992249,0.0871797576546669,0.0,0.7054406404495239,0.2518163025379181,0.12944871187210083,0.38829305768013,0.23044197261333466
1,야나세가와,0.2387991100549698,0.15935444831848145,0.1704389899969101,0.43140745162963867,0.3913346529006958,0.015245189890265465,0.5884878039360046,0.0
2,시키,0.13884860277175903,0.17812380194664001,0.48556533455848694,0.197462260723114,0.17620810866355896,0.23802247643470764,0.42905449867248535,0.15671494603157043
3,아사카다이,0.1752731055021286,0.07942342758178711,0.4085492491722107,0.3367542326450348,0.3532688319683075,0.2647024393081665,0.2253282219171524,0.15670055150985718
4,아사카,0.16635043919086456,0.3072081208229065,0.3547505736351013,0.17169085144996643,0.2036857008934021,0.2882739305496216,0.34238073229789734,0.1656595915555954
5,와코시,0.1493798941373825,0.16172008216381073,0.3330051302909851,0.35589489340782166,0.3005962669849396,0.16666576266288757,0.34896954894065857,0.18376843631267548
6,치카테츠나리마스,0.14296823740005493,0.24287202954292297,0.3568428158760071,0.257316917181015,0.3938378393650055,0.12931427359580994,0.3712351620197296,0.10561275482177734
7,지카테쓰 아카쓰카,0.013468689285218716,0.01341303251683712,0.4605651795864105,0.5125530958175659,0.013288206420838833,0.014432129450142384,0.9592030048370361,0.01307669747620821
8,헤이와다이,0.2779822051525116,0.0,0.31162071228027344,0.4037763476371765,0.21609371900558472,0.23522090911865234,0.26999932527542114,0.278685986995697
9,히카와다이,0.0,0.05859318748116493,0.35313260555267334,0.5821406841278076,0.3028634190559387,0.3688944876194,0.1651543229818344,0.16308777034282684
10,코타케무카이하라,0.11917079985141754,0.11540975421667099,0.2939799129962921,0.47143957018852234,0.28603479266166687,0.3213517963886261,0.3115486800670624,0.08106472343206406
11,센카와,0.19629555940628052,0.14183294773101807,0.08619276434183121,0.5756787061691284,0.25486060976982117,0.17624931037425995,0.5654682517051697,0.0
12,카나메쵸,0.0,0.2030182033777237,0.23430053889751434,0.5600405931472778,0.25209474563598633,0.23925407230854034,0.4060964286327362,0.10255477577447891
13,이케부쿠로,0.09700540453195572,0.28644439578056335,0.3404812812805176,0.27606892585754395,0.21909770369529724,0.22368742525577545,0.450002521276474,0.10721234977245331
14,조시가야,0.22780004143714905,0.020644957199692726,0.19489818811416626,0.5566567778587341,0.16630889475345612,0.21753071248531342,0.5553149580955505,0.06084544211626053
15,니시와세다,0.0,0.20189158618450165,0.30119138956069946,0.49405696988105774,0.09182978421449661,0.247953400015831,0.6573003530502319,0.0
16,히가시신주쿠,0.029035093262791634,0.35203224420547485,0.3130430281162262,0.3058896064758301,0.24301569163799286,0.34820786118507385,0.40692153573036194,0.0
17,신주쿠산초메,0.08590633422136307,0.5669651627540588,0.17782679200172424,0.16930170357227325,0.0856739729642868,0.46210235357284546,0.4411240220069885,0.011099633760750294
18,키타산도,0.07510913163423538,0.2002289742231369,0.020197538658976555,0.7044643759727478,0.22386442124843597,0.1617600917816162,0.45906269550323486,0.15531276166439056
19,메이지진구마에〈하라주쿠〉,0.10302503407001495,0.16970621049404144,0.29711782932281494,0.4301508963108063,0.2018968015909195,0.0799083262681961,0.6931502223014832,0.025044681504368782
20,시부야,0.15768569707870483,0.23989269137382507,0.2352096140384674,0.3672119975090027,0.21948477625846863,0.13522939383983612,0.5025755167007446,0.142710343003273
